Unnamed: 0,variable,value,Age,Id,Positon,Toys,Toy_1,Toy_2,Toy_1_Size,Toy_1_Weight,Toy_2_Size,Toy_2_Weight
24_16,Sit_Medium Heavy & Large Heavy,0.0,24,16,Sit,Medium Heavy & Large Heavy,Medium Heavy,Large Heavy,Medium,Heavy,Large,Heavy
12_29,Sit_Medium Heavy & Large Heavy,0.0,12,29,Sit,Medium Heavy & Large Heavy,Medium Heavy,Large Heavy,Medium,Heavy,Large,Heavy
24_12,Sit_Medium Heavy & Large Heavy,0.0,24,12,Sit,Medium Heavy & Large Heavy,Medium Heavy,Large Heavy,Medium,Heavy,Large,Heavy
12_22,Sit_Large Light & Large Light,0.0,12,22,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
12_34,Sit_Large Light & Large Light,0.0,12,34,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_29,Sit_Large Light & Large Light,0.0,24,29,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
12_18,Sit_Large Light & Large Light,0.0,12,18,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
12_02,Sit_Large Light & Large Light,0.0,12,02,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_06,Sit_Large Light & Large Light,0.0,24,06,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_32,Sit_Large Light & Large Light,0.0,24,32,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
12_09,Sit_Large Light & Large Light,0.0,12,09,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_08,Sit_Large Light & Large Light,0.0,24,08,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_38,Sit_Large Light & Large Light,0.0,24,38,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_37,Sit_Large Light & Large Light,0.0,24,37,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_04,Sit_Large Light & Large Light,0.0,24,04,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_51,Sit_Large Light & Large Light,0.0,24,51,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_18,Sit_Large Light & Large Light,0.0,24,18,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_28,Sit_Large Light & Large Light,0.0,24,28,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_22,Sit_Large Light & Large Light,0.0,24,22,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_03,Sit_Large Light & Large Light,0.0,24,03,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_43,Sit_Large Light & Large Light,0.0,24,43,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_46,Sit_Large Light & Large Light,0.0,24,46,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_27,Sit_Large Light & Large Light,0.0,24,27,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_02,Sit_Large Light & Large Light,0.0,24,02,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_16,Sit_Large Light & Large Light,0.0,24,16,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
12_29,Sit_Large Light & Large Light,0.0,12,29,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
24_12,Sit_Large Light & Large Light,0.0,24,12,Sit,Large Light & Large Light,Large Light,Large Light,Large,Light,Large,Light
12_22,Sit_Large Light & Large Moderate,0.0,12,22,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
12_34,Sit_Large Light & Large Moderate,0.0,12,34,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_29,Sit_Large Light & Large Moderate,0.0,24,29,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
12_18,Sit_Large Light & Large Moderate,0.0,12,18,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
12_02,Sit_Large Light & Large Moderate,0.0,12,02,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_06,Sit_Large Light & Large Moderate,0.0,24,06,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_32,Sit_Large Light & Large Moderate,0.0,24,32,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
12_09,Sit_Large Light & Large Moderate,0.0,12,09,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_08,Sit_Large Light & Large Moderate,0.0,24,08,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_38,Sit_Large Light & Large Moderate,0.0,24,38,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_37,Sit_Large Light & Large Moderate,0.0,24,37,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_04,Sit_Large Light & Large Moderate,0.0,24,04,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_51,Sit_Large Light & Large Moderate,0.0,24,51,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_18,Sit_Large Light & Large Moderate,0.0,24,18,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_28,Sit_Large Light & Large Moderate,0.0,24,28,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_22,Sit_Large Light & Large Moderate,0.0,24,22,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_03,Sit_Large Light & Large Moderate,0.0,24,03,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_43,Sit_Large Light & Large Moderate,0.0,24,43,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_46,Sit_Large Light & Large Moderate,0.0,24,46,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_27,Sit_Large Light & Large Moderate,0.0,24,27,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_02,Sit_Large Light & Large Moderate,0.0,24,02,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_16,Sit_Large Light & Large Moderate,0.0,24,16,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
12_29,Sit_Large Light & Large Moderate,0.0,12,29,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
24_12,Sit_Large Light & Large Moderate,0.0,24,12,Sit,Large Light & Large Moderate,Large Light,Large Moderate,Large,Light,Large,Moderate
12_22,Sit_Large Light & Large Heavy,0.0,12,22,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
12_34,Sit_Large Light & Large Heavy,0.0,12,34,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_29,Sit_Large Light & Large Heavy,0.0,24,29,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
12_18,Sit_Large Light & Large Heavy,0.0,12,18,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
12_02,Sit_Large Light & Large Heavy,0.0,12,02,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_06,Sit_Large Light & Large Heavy,0.0,24,06,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_32,Sit_Large Light & Large Heavy,0.0,24,32,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
12_09,Sit_Large Light & Large Heavy,0.0,12,09,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_08,Sit_Large Light & Large Heavy,0.0,24,08,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_38,Sit_Large Light & Large Heavy,0.0,24,38,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_37,Sit_Large Light & Large Heavy,0.0,24,37,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_04,Sit_Large Light & Large Heavy,0.0,24,04,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_51,Sit_Large Light & Large Heavy,0.0,24,51,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_18,Sit_Large Light & Large Heavy,0.0,24,18,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_28,Sit_Large Light & Large Heavy,0.0,24,28,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_22,Sit_Large Light & Large Heavy,0.0,24,22,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_03,Sit_Large Light & Large Heavy,0.0,24,03,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_43,Sit_Large Light & Large Heavy,0.0,24,43,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_46,Sit_Large Light & Large Heavy,0.0,24,46,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_27,Sit_Large Light & Large Heavy,0.0,24,27,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_02,Sit_Large Light & Large Heavy,0.0,24,02,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_16,Sit_Large Light & Large Heavy,0.0,24,16,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
12_29,Sit_Large Light & Large Heavy,0.0,12,29,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
24_12,Sit_Large Light & Large Heavy,0.0,24,12,Sit,Large Light & Large Heavy,Large Light,Large Heavy,Large,Light,Large,Heavy
12_22,Sit_Large Moderate & Large Moderate,0.0,12,22,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
12_34,Sit_Large Moderate & Large Moderate,0.0,12,34,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_29,Sit_Large Moderate & Large Moderate,0.0,24,29,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
12_18,Sit_Large Moderate & Large Moderate,0.0,12,18,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
12_02,Sit_Large Moderate & Large Moderate,0.0,12,02,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_06,Sit_Large Moderate & Large Moderate,0.0,24,06,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_32,Sit_Large Moderate & Large Moderate,0.0,24,32,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
12_09,Sit_Large Moderate & Large Moderate,0.0,12,09,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_08,Sit_Large Moderate & Large Moderate,0.0,24,08,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_38,Sit_Large Moderate & Large Moderate,0.0,24,38,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_37,Sit_Large Moderate & Large Moderate,0.0,24,37,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_04,Sit_Large Moderate & Large Moderate,0.0,24,04,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_51,Sit_Large Moderate & Large Moderate,0.0,24,51,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_18,Sit_Large Moderate & Large Moderate,0.0,24,18,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_28,Sit_Large Moderate & Large Moderate,0.0,24,28,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_22,Sit_Large Moderate & Large Moderate,0.0,24,22,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_03,Sit_Large Moderate & Large Moderate,0.0,24,03,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_43,Sit_Large Moderate & Large Moderate,0.0,24,43,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_46,Sit_Large Moderate & Large Moderate,0.0,24,46,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_27,Sit_Large Moderate & Large Moderate,0.0,24,27,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_02,Sit_Large Moderate & Large Moderate,0.0,24,02,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_16,Sit_Large Moderate & Large Moderate,0.0,24,16,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
12_29,Sit_Large Moderate & Large Moderate,0.0,12,29,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
24_12,Sit_Large Moderate & Large Moderate,0.0,24,12,Sit,Large Moderate & Large Moderate,Large Moderate,Large Moderate,Large,Moderate,Large,Moderate
12_22,Sit_Large Moderate & Large Heavy,0.0,12,22,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
12_34,Sit_Large Moderate & Large Heavy,0.0,12,34,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_29,Sit_Large Moderate & Large Heavy,0.0,24,29,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
12_18,Sit_Large Moderate & Large Heavy,0.0,12,18,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
12_02,Sit_Large Moderate & Large Heavy,0.0,12,02,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_06,Sit_Large Moderate & Large Heavy,0.0,24,06,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_32,Sit_Large Moderate & Large Heavy,0.0,24,32,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
12_09,Sit_Large Moderate & Large Heavy,1.0,12,09,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_08,Sit_Large Moderate & Large Heavy,1.0,24,08,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_38,Sit_Large Moderate & Large Heavy,0.0,24,38,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_37,Sit_Large Moderate & Large Heavy,0.0,24,37,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_04,Sit_Large Moderate & Large Heavy,0.0,24,04,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_51,Sit_Large Moderate & Large Heavy,0.0,24,51,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_18,Sit_Large Moderate & Large Heavy,0.0,24,18,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_28,Sit_Large Moderate & Large Heavy,0.0,24,28,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_22,Sit_Large Moderate & Large Heavy,0.0,24,22,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_03,Sit_Large Moderate & Large Heavy,0.0,24,03,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_43,Sit_Large Moderate & Large Heavy,0.0,24,43,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_46,Sit_Large Moderate & Large Heavy,0.0,24,46,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
24_27,Sit_Large Moderate & Large Heavy,0.0,24,27,Sit,Large Moderate & Large Heavy,Large Moderate,Large Heavy,Large,Moderate,Large,Heavy
