uniqueSubjects,variable,value,Age,Id,Positon,Size,Weight
12_13,Walk_medium_heavy,0,12,13,Walk,medium,heavy
12_14,Walk_medium_heavy,0,12,14,Walk,medium,heavy
12_15,Walk_medium_heavy,0,12,15,Walk,medium,heavy
12_16,Walk_medium_heavy,0,12,16,Walk,medium,heavy
12_17,Walk_medium_heavy,0,12,17,Walk,medium,heavy
12_18,Walk_medium_heavy,0,12,18,Walk,medium,heavy
12_20,Walk_medium_heavy,0,12,20,Walk,medium,heavy
12_21,Walk_medium_heavy,0,12,21,Walk,medium,heavy
12_22,Walk_medium_heavy,0,12,22,Walk,medium,heavy
12_23,Walk_medium_heavy,0,12,23,Walk,medium,heavy
12_25,Walk_medium_heavy,0,12,25,Walk,medium,heavy
12_26,Walk_medium_heavy,0,12,26,Walk,medium,heavy
12_27,Walk_medium_heavy,0,12,27,Walk,medium,heavy
12_29,Walk_medium_heavy,0,12,29,Walk,medium,heavy
12_30,Walk_medium_heavy,0,12,30,Walk,medium,heavy
12_31,Walk_medium_heavy,0,12,31,Walk,medium,heavy
12_32,Walk_medium_heavy,0,12,32,Walk,medium,heavy
12_33,Walk_medium_heavy,0,12,33,Walk,medium,heavy
12_34,Walk_medium_heavy,0,12,34,Walk,medium,heavy
12_35,Walk_medium_heavy,0,12,35,Walk,medium,heavy
12_36,Walk_medium_heavy,0,12,36,Walk,medium,heavy
12_37,Walk_medium_heavy,0,12,37,Walk,medium,heavy
12_38,Walk_medium_heavy,0,12,38,Walk,medium,heavy
12_39,Walk_medium_heavy,0,12,39,Walk,medium,heavy
24_01,Walk_medium_heavy,0,24,1,Walk,medium,heavy
24_02,Walk_medium_heavy,0,24,2,Walk,medium,heavy
24_04,Walk_medium_heavy,0,24,4,Walk,medium,heavy
24_05,Walk_medium_heavy,0,24,5,Walk,medium,heavy
24_07,Walk_medium_heavy,0,24,7,Walk,medium,heavy
24_09,Walk_medium_heavy,0,24,9,Walk,medium,heavy
24_10,Walk_medium_heavy,0,24,10,Walk,medium,heavy
24_11,Walk_medium_heavy,0,24,11,Walk,medium,heavy
24_12,Walk_medium_heavy,0,24,12,Walk,medium,heavy
24_13,Walk_medium_heavy,0,24,13,Walk,medium,heavy
24_14,Walk_medium_heavy,0,24,14,Walk,medium,heavy
24_16,Walk_medium_heavy,0,24,16,Walk,medium,heavy
24_17,Walk_medium_heavy,0,24,17,Walk,medium,heavy
24_18,Walk_medium_heavy,0,24,18,Walk,medium,heavy
24_23,Walk_medium_heavy,0,24,23,Walk,medium,heavy
24_24,Walk_medium_heavy,0,24,24,Walk,medium,heavy
24_27,Walk_medium_heavy,0,24,27,Walk,medium,heavy
24_29,Walk_medium_heavy,0,24,29,Walk,medium,heavy
24_30,Walk_medium_heavy,0,24,30,Walk,medium,heavy
24_31,Walk_medium_heavy,0,24,31,Walk,medium,heavy
24_32,Walk_medium_heavy,0,24,32,Walk,medium,heavy
24_34,Walk_medium_heavy,0,24,34,Walk,medium,heavy
24_37,Walk_medium_heavy,0,24,37,Walk,medium,heavy
24_38,Walk_medium_heavy,0,24,38,Walk,medium,heavy
24_40,Walk_medium_heavy,0,24,40,Walk,medium,heavy
24_42,Walk_medium_heavy,0,24,42,Walk,medium,heavy
24_43,Walk_medium_heavy,0,24,43,Walk,medium,heavy
24_44,Walk_medium_heavy,0,24,44,Walk,medium,heavy
24_45,Walk_medium_heavy,0,24,45,Walk,medium,heavy
24_46,Walk_medium_heavy,0,24,46,Walk,medium,heavy
24_51,Walk_medium_heavy,0,24,51,Walk,medium,heavy
12_01,Walk_large_light,0,12,1,Walk,large,light
12_02,Walk_large_light,0,12,2,Walk,large,light
12_03,Walk_large_light,0,12,3,Walk,large,light
12_05,Walk_large_light,0,12,5,Walk,large,light
12_07,Walk_large_light,0,12,7,Walk,large,light
12_08,Walk_large_light,0,12,8,Walk,large,light
12_09,Walk_large_light,0,12,9,Walk,large,light
12_10,Walk_large_light,0,12,10,Walk,large,light
12_11,Walk_large_light,0,12,11,Walk,large,light
12_12,Walk_large_light,0,12,12,Walk,large,light
12_13,Walk_large_light,0,12,13,Walk,large,light
12_14,Walk_large_light,0,12,14,Walk,large,light
12_15,Walk_large_light,1,12,15,Walk,large,light
12_16,Walk_large_light,0,12,16,Walk,large,light
12_17,Walk_large_light,0,12,17,Walk,large,light
12_18,Walk_large_light,0,12,18,Walk,large,light
12_20,Walk_large_light,0,12,20,Walk,large,light
12_21,Walk_large_light,0,12,21,Walk,large,light
12_22,Walk_large_light,0,12,22,Walk,large,light
12_23,Walk_large_light,0,12,23,Walk,large,light
12_25,Walk_large_light,0,12,25,Walk,large,light
12_26,Walk_large_light,0,12,26,Walk,large,light
12_27,Walk_large_light,0,12,27,Walk,large,light
12_29,Walk_large_light,0,12,29,Walk,large,light
12_30,Walk_large_light,0,12,30,Walk,large,light
12_31,Walk_large_light,0,12,31,Walk,large,light
12_32,Walk_large_light,0,12,32,Walk,large,light
12_33,Walk_large_light,0,12,33,Walk,large,light
12_34,Walk_large_light,0,12,34,Walk,large,light
12_35,Walk_large_light,3,12,35,Walk,large,light
12_36,Walk_large_light,0,12,36,Walk,large,light
12_37,Walk_large_light,0,12,37,Walk,large,light
12_38,Walk_large_light,0,12,38,Walk,large,light
12_39,Walk_large_light,0,12,39,Walk,large,light
24_01,Walk_large_light,0,24,1,Walk,large,light
24_02,Walk_large_light,0,24,2,Walk,large,light
24_04,Walk_large_light,0,24,4,Walk,large,light
24_05,Walk_large_light,0,24,5,Walk,large,light
24_07,Walk_large_light,0,24,7,Walk,large,light
24_09,Walk_large_light,0,24,9,Walk,large,light
24_10,Walk_large_light,0,24,10,Walk,large,light
24_11,Walk_large_light,0,24,11,Walk,large,light
24_12,Walk_large_light,0,24,12,Walk,large,light
24_13,Walk_large_light,0,24,13,Walk,large,light
24_14,Walk_large_light,0,24,14,Walk,large,light
24_16,Walk_large_light,0,24,16,Walk,large,light
24_17,Walk_large_light,0,24,17,Walk,large,light
24_18,Walk_large_light,0,24,18,Walk,large,light
24_23,Walk_large_light,0,24,23,Walk,large,light
24_24,Walk_large_light,0,24,24,Walk,large,light
24_27,Walk_large_light,0,24,27,Walk,large,light
24_29,Walk_large_light,0,24,29,Walk,large,light
24_30,Walk_large_light,0,24,30,Walk,large,light
24_31,Walk_large_light,0,24,31,Walk,large,light
24_32,Walk_large_light,0,24,32,Walk,large,light
24_34,Walk_large_light,0,24,34,Walk,large,light
24_37,Walk_large_light,0,24,37,Walk,large,light
24_38,Walk_large_light,1,24,38,Walk,large,light
24_40,Walk_large_light,0,24,40,Walk,large,light
24_42,Walk_large_light,0,24,42,Walk,large,light
24_43,Walk_large_light,0,24,43,Walk,large,light
24_44,Walk_large_light,0,24,44,Walk,large,light
24_45,Walk_large_light,0,24,45,Walk,large,light
24_46,Walk_large_light,0,24,46,Walk,large,light
24_51,Walk_large_light,0,24,51,Walk,large,light
12_01,Walk_large_moderate,0,12,1,Walk,large,moderate
12_02,Walk_large_moderate,0,12,2,Walk,large,moderate
12_03,Walk_large_moderate,0,12,3,Walk,large,moderate
12_05,Walk_large_moderate,0,12,5,Walk,large,moderate
12_07,Walk_large_moderate,0,12,7,Walk,large,moderate
12_08,Walk_large_moderate,0,12,8,Walk,large,moderate
12_09,Walk_large_moderate,0,12,9,Walk,large,moderate
12_10,Walk_large_moderate,0,12,10,Walk,large,moderate
12_11,Walk_large_moderate,0,12,11,Walk,large,moderate
12_12,Walk_large_moderate,0,12,12,Walk,large,moderate
12_13,Walk_large_moderate,0,12,13,Walk,large,moderate
12_14,Walk_large_moderate,0,12,14,Walk,large,moderate
12_15,Walk_large_moderate,0,12,15,Walk,large,moderate
12_16,Walk_large_moderate,0,12,16,Walk,large,moderate
12_17,Walk_large_moderate,0,12,17,Walk,large,moderate
12_18,Walk_large_moderate,0,12,18,Walk,large,moderate
12_20,Walk_large_moderate,0,12,20,Walk,large,moderate
12_21,Walk_large_moderate,0,12,21,Walk,large,moderate
12_22,Walk_large_moderate,0,12,22,Walk,large,moderate
12_23,Walk_large_moderate,0,12,23,Walk,large,moderate
12_25,Walk_large_moderate,0,12,25,Walk,large,moderate
12_26,Walk_large_moderate,0,12,26,Walk,large,moderate
12_27,Walk_large_moderate,0,12,27,Walk,large,moderate
12_29,Walk_large_moderate,0,12,29,Walk,large,moderate
12_30,Walk_large_moderate,0,12,30,Walk,large,moderate
12_31,Walk_large_moderate,0,12,31,Walk,large,moderate
12_32,Walk_large_moderate,0,12,32,Walk,large,moderate
12_33,Walk_large_moderate,0,12,33,Walk,large,moderate
12_34,Walk_large_moderate,0,12,34,Walk,large,moderate
12_35,Walk_large_moderate,0,12,35,Walk,large,moderate
12_36,Walk_large_moderate,0,12,36,Walk,large,moderate
12_37,Walk_large_moderate,0,12,37,Walk,large,moderate
12_38,Walk_large_moderate,0,12,38,Walk,large,moderate
12_39,Walk_large_moderate,0,12,39,Walk,large,moderate
24_01,Walk_large_moderate,0,24,1,Walk,large,moderate
24_02,Walk_large_moderate,0,24,2,Walk,large,moderate
24_04,Walk_large_moderate,0,24,4,Walk,large,moderate
24_05,Walk_large_moderate,0,24,5,Walk,large,moderate
24_07,Walk_large_moderate,0,24,7,Walk,large,moderate
24_09,Walk_large_moderate,0,24,9,Walk,large,moderate
24_10,Walk_large_moderate,0,24,10,Walk,large,moderate
24_11,Walk_large_moderate,0,24,11,Walk,large,moderate
24_12,Walk_large_moderate,0,24,12,Walk,large,moderate
24_13,Walk_large_moderate,0,24,13,Walk,large,moderate
24_14,Walk_large_moderate,0,24,14,Walk,large,moderate
24_16,Walk_large_moderate,0,24,16,Walk,large,moderate
24_17,Walk_large_moderate,0,24,17,Walk,large,moderate
24_18,Walk_large_moderate,0,24,18,Walk,large,moderate
24_23,Walk_large_moderate,0,24,23,Walk,large,moderate
24_24,Walk_large_moderate,0,24,24,Walk,large,moderate
24_27,Walk_large_moderate,0,24,27,Walk,large,moderate
24_29,Walk_large_moderate,0,24,29,Walk,large,moderate
24_30,Walk_large_moderate,0,24,30,Walk,large,moderate
24_31,Walk_large_moderate,0,24,31,Walk,large,moderate
24_32,Walk_large_moderate,0,24,32,Walk,large,moderate
24_34,Walk_large_moderate,0,24,34,Walk,large,moderate
24_37,Walk_large_moderate,0,24,37,Walk,large,moderate
24_38,Walk_large_moderate,0,24,38,Walk,large,moderate
24_40,Walk_large_moderate,0,24,40,Walk,large,moderate
24_42,Walk_large_moderate,0,24,42,Walk,large,moderate
24_43,Walk_large_moderate,0,24,43,Walk,large,moderate
24_44,Walk_large_moderate,0,24,44,Walk,large,moderate
24_45,Walk_large_moderate,0,24,45,Walk,large,moderate
24_46,Walk_large_moderate,0,24,46,Walk,large,moderate
24_51,Walk_large_moderate,0,24,51,Walk,large,moderate
12_01,Walk_large_heavy,0,12,1,Walk,large,heavy
12_02,Walk_large_heavy,0,12,2,Walk,large,heavy
12_03,Walk_large_heavy,0,12,3,Walk,large,heavy
12_05,Walk_large_heavy,0,12,5,Walk,large,heavy
12_07,Walk_large_heavy,0,12,7,Walk,large,heavy
12_08,Walk_large_heavy,0,12,8,Walk,large,heavy
12_09,Walk_large_heavy,0,12,9,Walk,large,heavy
12_10,Walk_large_heavy,0,12,10,Walk,large,heavy
12_11,Walk_large_heavy,0,12,11,Walk,large,heavy
12_12,Walk_large_heavy,0,12,12,Walk,large,heavy
12_13,Walk_large_heavy,0,12,13,Walk,large,heavy
12_14,Walk_large_heavy,1,12,14,Walk,large,heavy
12_15,Walk_large_heavy,0,12,15,Walk,large,heavy
12_16,Walk_large_heavy,0,12,16,Walk,large,heavy
12_17,Walk_large_heavy,0,12,17,Walk,large,heavy
12_18,Walk_large_heavy,0,12,18,Walk,large,heavy
12_20,Walk_large_heavy,0,12,20,Walk,large,heavy
12_21,Walk_large_heavy,0,12,21,Walk,large,heavy
12_22,Walk_large_heavy,0,12,22,Walk,large,heavy
12_23,Walk_large_heavy,0,12,23,Walk,large,heavy
12_25,Walk_large_heavy,0,12,25,Walk,large,heavy
12_26,Walk_large_heavy,0,12,26,Walk,large,heavy
12_27,Walk_large_heavy,0,12,27,Walk,large,heavy
12_29,Walk_large_heavy,0,12,29,Walk,large,heavy
12_30,Walk_large_heavy,0,12,30,Walk,large,heavy
12_31,Walk_large_heavy,0,12,31,Walk,large,heavy
12_32,Walk_large_heavy,0,12,32,Walk,large,heavy
12_33,Walk_large_heavy,0,12,33,Walk,large,heavy
12_34,Walk_large_heavy,0,12,34,Walk,large,heavy
12_35,Walk_large_heavy,0,12,35,Walk,large,heavy
12_36,Walk_large_heavy,0,12,36,Walk,large,heavy
12_37,Walk_large_heavy,0,12,37,Walk,large,heavy
12_38,Walk_large_heavy,0,12,38,Walk,large,heavy
12_39,Walk_large_heavy,0,12,39,Walk,large,heavy
24_01,Walk_large_heavy,0,24,1,Walk,large,heavy
24_02,Walk_large_heavy,0,24,2,Walk,large,heavy
24_04,Walk_large_heavy,0,24,4,Walk,large,heavy
24_05,Walk_large_heavy,0,24,5,Walk,large,heavy
24_07,Walk_large_heavy,0,24,7,Walk,large,heavy
24_09,Walk_large_heavy,0,24,9,Walk,large,heavy
24_10,Walk_large_heavy,0,24,10,Walk,large,heavy
24_11,Walk_large_heavy,0,24,11,Walk,large,heavy
24_12,Walk_large_heavy,0,24,12,Walk,large,heavy
24_13,Walk_large_heavy,0,24,13,Walk,large,heavy
24_14,Walk_large_heavy,1,24,14,Walk,large,heavy
24_16,Walk_large_heavy,0,24,16,Walk,large,heavy
24_17,Walk_large_heavy,0,24,17,Walk,large,heavy
24_18,Walk_large_heavy,0,24,18,Walk,large,heavy
24_23,Walk_large_heavy,0,24,23,Walk,large,heavy
24_24,Walk_large_heavy,0,24,24,Walk,large,heavy
24_27,Walk_large_heavy,0,24,27,Walk,large,heavy
24_29,Walk_large_heavy,0,24,29,Walk,large,heavy
24_30,Walk_large_heavy,0,24,30,Walk,large,heavy
24_31,Walk_large_heavy,0,24,31,Walk,large,heavy
24_32,Walk_large_heavy,0,24,32,Walk,large,heavy
24_34,Walk_large_heavy,0,24,34,Walk,large,heavy
24_37,Walk_large_heavy,0,24,37,Walk,large,heavy
24_38,Walk_large_heavy,0,24,38,Walk,large,heavy
24_40,Walk_large_heavy,0,24,40,Walk,large,heavy
24_42,Walk_large_heavy,0,24,42,Walk,large,heavy
24_43,Walk_large_heavy,0,24,43,Walk,large,heavy
24_44,Walk_large_heavy,0,24,44,Walk,large,heavy
24_45,Walk_large_heavy,0,24,45,Walk,large,heavy
24_46,Walk_large_heavy,0,24,46,Walk,large,heavy
24_51,Walk_large_heavy,0,24,51,Walk,large,heavy
12_01,Squat_small_light,1,12,1,Squat,small,light
12_02,Squat_small_light,0,12,2,Squat,small,light
12_03,Squat_small_light,0,12,3,Squat,small,light
12_05,Squat_small_light,0,12,5,Squat,small,light
12_07,Squat_small_light,0,12,7,Squat,small,light
12_08,Squat_small_light,1,12,8,Squat,small,light
12_09,Squat_small_light,0,12,9,Squat,small,light
12_10,Squat_small_light,0,12,10,Squat,small,light
12_11,Squat_small_light,0,12,11,Squat,small,light
12_12,Squat_small_light,0,12,12,Squat,small,light
12_13,Squat_small_light,0,12,13,Squat,small,light
12_14,Squat_small_light,0,12,14,Squat,small,light
12_15,Squat_small_light,0,12,15,Squat,small,light
12_16,Squat_small_light,0,12,16,Squat,small,light
12_17,Squat_small_light,0,12,17,Squat,small,light
12_18,Squat_small_light,0,12,18,Squat,small,light
12_20,Squat_small_light,0,12,20,Squat,small,light
12_21,Squat_small_light,0,12,21,Squat,small,light
12_22,Squat_small_light,1,12,22,Squat,small,light
12_23,Squat_small_light,0,12,23,Squat,small,light
12_25,Squat_small_light,0,12,25,Squat,small,light
12_26,Squat_small_light,0,12,26,Squat,small,light
12_27,Squat_small_light,0,12,27,Squat,small,light
12_29,Squat_small_light,0,12,29,Squat,small,light
12_30,Squat_small_light,0,12,30,Squat,small,light
12_31,Squat_small_light,0,12,31,Squat,small,light
12_32,Squat_small_light,0,12,32,Squat,small,light
12_33,Squat_small_light,0,12,33,Squat,small,light
12_34,Squat_small_light,0,12,34,Squat,small,light
12_35,Squat_small_light,0,12,35,Squat,small,light
12_36,Squat_small_light,0,12,36,Squat,small,light
12_37,Squat_small_light,0,12,37,Squat,small,light
12_38,Squat_small_light,0,12,38,Squat,small,light
12_39,Squat_small_light,0,12,39,Squat,small,light
24_01,Squat_small_light,0,24,1,Squat,small,light
24_02,Squat_small_light,0,24,2,Squat,small,light
24_04,Squat_small_light,0,24,4,Squat,small,light
24_05,Squat_small_light,0,24,5,Squat,small,light
24_07,Squat_small_light,0,24,7,Squat,small,light
24_09,Squat_small_light,0,24,9,Squat,small,light
24_10,Squat_small_light,0,24,10,Squat,small,light
24_11,Squat_small_light,0,24,11,Squat,small,light
24_12,Squat_small_light,0,24,12,Squat,small,light
24_13,Squat_small_light,0,24,13,Squat,small,light
24_14,Squat_small_light,0,24,14,Squat,small,light
24_16,Squat_small_light,0,24,16,Squat,small,light
24_17,Squat_small_light,0,24,17,Squat,small,light
24_18,Squat_small_light,0,24,18,Squat,small,light
24_23,Squat_small_light,0,24,23,Squat,small,light
24_24,Squat_small_light,0,24,24,Squat,small,light
24_27,Squat_small_light,0,24,27,Squat,small,light
24_29,Squat_small_light,0,24,29,Squat,small,light
24_30,Squat_small_light,0,24,30,Squat,small,light
24_31,Squat_small_light,0,24,31,Squat,small,light
24_32,Squat_small_light,0,24,32,Squat,small,light
24_34,Squat_small_light,0,24,34,Squat,small,light
24_37,Squat_small_light,0,24,37,Squat,small,light
24_38,Squat_small_light,0,24,38,Squat,small,light
24_40,Squat_small_light,0,24,40,Squat,small,light
24_42,Squat_small_light,0,24,42,Squat,small,light
24_43,Squat_small_light,0,24,43,Squat,small,light
24_44,Squat_small_light,0,24,44,Squat,small,light
24_45,Squat_small_light,0,24,45,Squat,small,light
24_46,Squat_small_light,0,24,46,Squat,small,light
24_51,Squat_small_light,0,24,51,Squat,small,light
12_01,Squat_small_moderate,0,12,1,Squat,small,moderate
12_02,Squat_small_moderate,0,12,2,Squat,small,moderate
12_03,Squat_small_moderate,0,12,3,Squat,small,moderate
12_05,Squat_small_moderate,0,12,5,Squat,small,moderate
12_07,Squat_small_moderate,0,12,7,Squat,small,moderate
12_08,Squat_small_moderate,0,12,8,Squat,small,moderate
12_09,Squat_small_moderate,0,12,9,Squat,small,moderate
12_10,Squat_small_moderate,0,12,10,Squat,small,moderate
12_11,Squat_small_moderate,0,12,11,Squat,small,moderate
12_12,Squat_small_moderate,0,12,12,Squat,small,moderate
12_13,Squat_small_moderate,0,12,13,Squat,small,moderate
12_14,Squat_small_moderate,0,12,14,Squat,small,moderate
12_15,Squat_small_moderate,0,12,15,Squat,small,moderate
12_16,Squat_small_moderate,0,12,16,Squat,small,moderate
12_17,Squat_small_moderate,0,12,17,Squat,small,moderate
12_18,Squat_small_moderate,0,12,18,Squat,small,moderate
12_20,Squat_small_moderate,0,12,20,Squat,small,moderate
12_21,Squat_small_moderate,0,12,21,Squat,small,moderate
12_22,Squat_small_moderate,0,12,22,Squat,small,moderate
12_23,Squat_small_moderate,0,12,23,Squat,small,moderate
12_25,Squat_small_moderate,0,12,25,Squat,small,moderate
12_26,Squat_small_moderate,1,12,26,Squat,small,moderate
12_27,Squat_small_moderate,0,12,27,Squat,small,moderate
12_29,Squat_small_moderate,0,12,29,Squat,small,moderate
12_30,Squat_small_moderate,0,12,30,Squat,small,moderate
12_31,Squat_small_moderate,0,12,31,Squat,small,moderate
12_32,Squat_small_moderate,0,12,32,Squat,small,moderate
12_33,Squat_small_moderate,0,12,33,Squat,small,moderate
12_34,Squat_small_moderate,0,12,34,Squat,small,moderate
12_35,Squat_small_moderate,0,12,35,Squat,small,moderate
12_36,Squat_small_moderate,0,12,36,Squat,small,moderate
12_37,Squat_small_moderate,0,12,37,Squat,small,moderate
12_38,Squat_small_moderate,0,12,38,Squat,small,moderate
12_39,Squat_small_moderate,0,12,39,Squat,small,moderate
24_01,Squat_small_moderate,0,24,1,Squat,small,moderate
24_02,Squat_small_moderate,0,24,2,Squat,small,moderate
24_04,Squat_small_moderate,0,24,4,Squat,small,moderate
24_05,Squat_small_moderate,0,24,5,Squat,small,moderate
24_07,Squat_small_moderate,0,24,7,Squat,small,moderate
24_09,Squat_small_moderate,0,24,9,Squat,small,moderate
24_10,Squat_small_moderate,0,24,10,Squat,small,moderate
24_11,Squat_small_moderate,0,24,11,Squat,small,moderate
24_12,Squat_small_moderate,0,24,12,Squat,small,moderate
24_13,Squat_small_moderate,0,24,13,Squat,small,moderate
24_14,Squat_small_moderate,1,24,14,Squat,small,moderate
24_16,Squat_small_moderate,0,24,16,Squat,small,moderate
24_17,Squat_small_moderate,0,24,17,Squat,small,moderate
24_18,Squat_small_moderate,0,24,18,Squat,small,moderate
24_23,Squat_small_moderate,0,24,23,Squat,small,moderate
24_24,Squat_small_moderate,0,24,24,Squat,small,moderate
24_27,Squat_small_moderate,0,24,27,Squat,small,moderate
24_29,Squat_small_moderate,0,24,29,Squat,small,moderate
24_30,Squat_small_moderate,0,24,30,Squat,small,moderate
24_31,Squat_small_moderate,0,24,31,Squat,small,moderate
24_32,Squat_small_moderate,1,24,32,Squat,small,moderate
24_34,Squat_small_moderate,0,24,34,Squat,small,moderate
24_37,Squat_small_moderate,0,24,37,Squat,small,moderate
24_38,Squat_small_moderate,0,24,38,Squat,small,moderate
24_40,Squat_small_moderate,0,24,40,Squat,small,moderate
24_42,Squat_small_moderate,0,24,42,Squat,small,moderate
24_43,Squat_small_moderate,0,24,43,Squat,small,moderate
24_44,Squat_small_moderate,0,24,44,Squat,small,moderate
24_45,Squat_small_moderate,0,24,45,Squat,small,moderate
24_46,Squat_small_moderate,0,24,46,Squat,small,moderate
24_51,Squat_small_moderate,0,24,51,Squat,small,moderate
12_01,Squat_small_heavy,0,12,1,Squat,small,heavy
12_02,Squat_small_heavy,0,12,2,Squat,small,heavy
12_03,Squat_small_heavy,0,12,3,Squat,small,heavy
12_05,Squat_small_heavy,0,12,5,Squat,small,heavy
12_07,Squat_small_heavy,0,12,7,Squat,small,heavy
12_08,Squat_small_heavy,0,12,8,Squat,small,heavy
12_09,Squat_small_heavy,0,12,9,Squat,small,heavy
12_10,Squat_small_heavy,0,12,10,Squat,small,heavy
12_11,Squat_small_heavy,0,12,11,Squat,small,heavy
12_12,Squat_small_heavy,0,12,12,Squat,small,heavy
12_13,Squat_small_heavy,0,12,13,Squat,small,heavy
12_14,Squat_small_heavy,0,12,14,Squat,small,heavy
12_15,Squat_small_heavy,0,12,15,Squat,small,heavy
12_16,Squat_small_heavy,0,12,16,Squat,small,heavy
12_17,Squat_small_heavy,0,12,17,Squat,small,heavy
12_18,Squat_small_heavy,0,12,18,Squat,small,heavy
12_20,Squat_small_heavy,0,12,20,Squat,small,heavy
12_21,Squat_small_heavy,0,12,21,Squat,small,heavy
12_22,Squat_small_heavy,0,12,22,Squat,small,heavy
12_23,Squat_small_heavy,0,12,23,Squat,small,heavy
12_25,Squat_small_heavy,0,12,25,Squat,small,heavy
12_26,Squat_small_heavy,0,12,26,Squat,small,heavy
12_27,Squat_small_heavy,0,12,27,Squat,small,heavy
12_29,Squat_small_heavy,0,12,29,Squat,small,heavy
12_30,Squat_small_heavy,0,12,30,Squat,small,heavy
12_31,Squat_small_heavy,0,12,31,Squat,small,heavy
12_32,Squat_small_heavy,0,12,32,Squat,small,heavy
12_33,Squat_small_heavy,0,12,33,Squat,small,heavy
12_34,Squat_small_heavy,0,12,34,Squat,small,heavy
12_35,Squat_small_heavy,0,12,35,Squat,small,heavy
12_36,Squat_small_heavy,0,12,36,Squat,small,heavy
12_37,Squat_small_heavy,0,12,37,Squat,small,heavy
12_38,Squat_small_heavy,0,12,38,Squat,small,heavy
12_39,Squat_small_heavy,0,12,39,Squat,small,heavy
24_01,Squat_small_heavy,0,24,1,Squat,small,heavy
24_02,Squat_small_heavy,0,24,2,Squat,small,heavy
24_04,Squat_small_heavy,0,24,4,Squat,small,heavy
24_05,Squat_small_heavy,0,24,5,Squat,small,heavy
24_07,Squat_small_heavy,0,24,7,Squat,small,heavy
24_09,Squat_small_heavy,0,24,9,Squat,small,heavy
24_10,Squat_small_heavy,0,24,10,Squat,small,heavy
24_11,Squat_small_heavy,0,24,11,Squat,small,heavy
24_12,Squat_small_heavy,0,24,12,Squat,small,heavy
24_13,Squat_small_heavy,0,24,13,Squat,small,heavy
24_14,Squat_small_heavy,0,24,14,Squat,small,heavy
24_16,Squat_small_heavy,0,24,16,Squat,small,heavy
24_17,Squat_small_heavy,0,24,17,Squat,small,heavy
24_18,Squat_small_heavy,0,24,18,Squat,small,heavy
24_23,Squat_small_heavy,0,24,23,Squat,small,heavy
24_24,Squat_small_heavy,0,24,24,Squat,small,heavy
24_27,Squat_small_heavy,0,24,27,Squat,small,heavy
24_29,Squat_small_heavy,0,24,29,Squat,small,heavy
24_30,Squat_small_heavy,0,24,30,Squat,small,heavy
24_31,Squat_small_heavy,0,24,31,Squat,small,heavy
24_32,Squat_small_heavy,0,24,32,Squat,small,heavy
24_34,Squat_small_heavy,0,24,34,Squat,small,heavy
24_37,Squat_small_heavy,0,24,37,Squat,small,heavy
24_38,Squat_small_heavy,0,24,38,Squat,small,heavy
24_40,Squat_small_heavy,0,24,40,Squat,small,heavy
24_42,Squat_small_heavy,0,24,42,Squat,small,heavy
24_43,Squat_small_heavy,0,24,43,Squat,small,heavy
24_44,Squat_small_heavy,0,24,44,Squat,small,heavy
24_45,Squat_small_heavy,0,24,45,Squat,small,heavy
24_46,Squat_small_heavy,0,24,46,Squat,small,heavy
24_51,Squat_small_heavy,0,24,51,Squat,small,heavy
12_01,Squat_medium_light,0,12,1,Squat,medium,light
12_02,Squat_medium_light,0,12,2,Squat,medium,light
12_03,Squat_medium_light,0,12,3,Squat,medium,light
12_05,Squat_medium_light,0,12,5,Squat,medium,light
12_07,Squat_medium_light,0,12,7,Squat,medium,light
12_08,Squat_medium_light,0,12,8,Squat,medium,light
12_09,Squat_medium_light,0,12,9,Squat,medium,light
12_10,Squat_medium_light,0,12,10,Squat,medium,light
12_11,Squat_medium_light,0,12,11,Squat,medium,light
12_12,Squat_medium_light,0,12,12,Squat,medium,light
12_13,Squat_medium_light,0,12,13,Squat,medium,light
12_14,Squat_medium_light,0,12,14,Squat,medium,light
12_15,Squat_medium_light,1,12,15,Squat,medium,light
12_16,Squat_medium_light,0,12,16,Squat,medium,light
12_17,Squat_medium_light,0,12,17,Squat,medium,light
12_18,Squat_medium_light,0,12,18,Squat,medium,light
12_20,Squat_medium_light,0,12,20,Squat,medium,light
12_21,Squat_medium_light,0,12,21,Squat,medium,light
12_22,Squat_medium_light,0,12,22,Squat,medium,light
12_23,Squat_medium_light,0,12,23,Squat,medium,light
12_25,Squat_medium_light,0,12,25,Squat,medium,light
12_26,Squat_medium_light,0,12,26,Squat,medium,light
12_27,Squat_medium_light,0,12,27,Squat,medium,light
12_29,Squat_medium_light,0,12,29,Squat,medium,light
12_30,Squat_medium_light,0,12,30,Squat,medium,light
12_31,Squat_medium_light,0,12,31,Squat,medium,light
12_32,Squat_medium_light,0,12,32,Squat,medium,light
12_33,Squat_medium_light,0,12,33,Squat,medium,light
12_34,Squat_medium_light,0,12,34,Squat,medium,light
12_35,Squat_medium_light,0,12,35,Squat,medium,light
12_36,Squat_medium_light,0,12,36,Squat,medium,light
12_37,Squat_medium_light,0,12,37,Squat,medium,light
12_38,Squat_medium_light,0,12,38,Squat,medium,light
12_39,Squat_medium_light,0,12,39,Squat,medium,light
24_01,Squat_medium_light,0,24,1,Squat,medium,light
24_02,Squat_medium_light,0,24,2,Squat,medium,light
